S000001411	YIL149C	MLP2	""
S000001412	YIL150C	MCM10	DNA43
S000001413	YIL151C	ESL1	""
S000001414	YIL152W	""	""
S000001415	YIL153W	RRD1	YPA1 peptidylprolyl isomerase RRD1
S000001416	YIL154C	IMP2'	IMP2
S000001417	YIL155C	GUT2	glycerol-3-phosphate dehydrogenase
S000001418	YIL156W	UBP7	ubiquitin-specific protease UBP7
S000001419	YIL157C	COA1	FMP35
S000001420	YIL158W	AIM20	""
S000001421	YIL159W	BNR1	formin BNR1
S000001422	YIL160C	POT1	acetyl-CoA C-acyltransferase FOX3 POX3
S000001423	YIL161W	""	""
S000001424	YIL162W	SUC2	beta-fructofuranosidase SUC2
S000001425	YIL163C	""	""
S000001426	YIL164C	NIT1	""
S000001427	YIL165C	""	""
S000001428	YIL166C	""	""
S000001431	YIL169C	""	HPF1'
S000001434	YIL172C	IMA3	oligo-1,6-glucosidase IMA3
S000001435	YIL173W	VTH1	""
S000001438	YIL176C	PAU14	seripauperin PAU14
S000001439	YIL177C	""	Y' element ATP-dependent helicase
S000001440	YIR001C	SGN1	RBP29 RBP1
S000001441	YIR002C	MPH1	""
S000001442	YIR003W	AIM21	""
S000001443	YIR004W	DJP1	ICS1 PAS22
S000001444	YIR005W	IST3	SNU17 U2 snRNP complex subunit IST3
S000001445	YIR006C	PAN1	DIM2 MIP3 MDP3
S000001446	YIR007W	EGH1	hydrolase
S000001447	YIR008C	PRI1	DNA primase subunit PRI1
S000001448	YIR009W	MSL1	U2 snRNP complex subunit MSL1 YIB9w YIB9
S000001449	YIR010W	DSN1	MIND complex subunit DSN1
S000001450	YIR011C	STS1	DBF8 SSM5
S000001451	YIR012W	SQT1	""
S000001452	YIR013C	GAT4	""
S000001453	YIR014W	""	""
S000001454	YIR015W	RPR2	ribonuclease P protein subunit RPR2
S000001455	YIR016W	""	""
S000001456	YIR017C	MET28	""
S000001457	YIR018W	YAP5	""
S000001458	YIR019C	FLO11	MUC1 STA4
S000001459	YIR020C	""	""
S000001460	YIR021W	MRS1	PET157
S000001461	YIR022W	SEC11	signal peptidase complex catalytic subunit SEC11
S000001462	YIR023W	DAL81	DURL UGA35
S000001463	YIR024C	INA22	GIF1
S000001464	YIR025W	MND2	""
S000001465	YIR026C	YVH1	tyrosine protein phosphatase YVH1
S000001466	YIR027C	DAL1	allantoinase
S000001467	YIR028W	DAL4	""
S000001468	YIR029W	DAL2	ALC1 allantoicase
S000001469	YIR030C	DCG1	""
S000001470	YIR031C	DAL7	MLS2 malate synthase DAL7 MSL2
S000001471	YIR032C	DAL3	ureidoglycolate hydrolase
S000001472	YIR033W	MGA2	""
S000001473	YIR034C	LYS1	saccharopine dehydrogenase (NAD+, L-lysine-forming)
S000001474	YIR035C	""	sepiapterin reductase family protein
S000001475	YIR036C	IRC24	sepiapterin reductase family protein IRC24
S000001476	YIR037W	HYR1	GPX3 peroxiredoxin HYR1 ORP1
S000001477	YIR038C	GTT1	bifunctional glutathione transferase/peroxidase
S000001478	YIR039C	YPS6	""
S000001479	YIR040C	""	""
S000001480	YIR041W	PAU15	seripauperin PAU15
S000001481	YIR042C	""	""
S000001484	YKL001C	MET14	adenylyl-sulfate kinase
S000001485	YKL002W	DID4	GRD7 REN1 VPL2 VPT14 VPS14 ESCRT-III subunit protein DID4 VPS2 CHM2
S000001486	YKL003C	MRP17	mitochondrial 37S ribosomal protein YmS16
S000001487	YKL004W	AUR1	inositol phosphorylceramide synthase
S000001488	YKL005C	BYE1	""
S000001489	YKL006W	RPL14A	L14A ribosomal 60S subunit protein L14A L14e
S000001490	YKL007W	CAP1	""
S000001491	YKL008C	LAC1	DGT1 sphingosine N-acyltransferase LAC1
S000001492	YKL009W	MRT4	""
S000001493	YKL010C	UFD4	putative ubiquitin-protein ligase UFD4
S000001494	YKL011C	CCE1	MGT1 cruciform cutting endonuclease
S000001495	YKL012W	PRP40	""
S000001496	YKL013C	ARC19	""
S000001497	YKL014C	URB1	NPA1
S000001498	YKL015W	PUT3	""
S000001499	YKL016C	ATP7	F1F0 ATP synthase subunit d
S000001500	YKL017C	HCS1	DIP1 ATP-dependent 5'-3' DNA helicase HCS1
S000001501	YKL018W	SWD2	SAF37 WD-repeat containing protein SWD2 CPS35
S000001502	YKL019W	RAM2	bifunctional protein farnesyltransferase/protein geranylgeranyltransferase
S000001503	YKL020C	SPT23	""
S000001504	YKL021C	MAK11	""
S000001505	YKL022C	CDC16	anaphase promoting complex subunit CDC16
S000001506	YKL023W	""	""
S000001507	YKL024C	URA6	SOC8 bifunctional uridylate/adenylate kinase
S000001508	YKL025C	PAN3	ECM35
S000001509	YKL026C	GPX1	glutathione peroxidase GPX1
S000001510	YKL027W	TCD2	""
S000001511	YKL028W	TFA1	transcription factor TFIIE subunit TFA1
S000001512	YKL029C	MAE1	malate dehydrogenase (oxaloacetate-decarboxylating)
S000001513	YKL030W	""	""
S000001514	YKL031W	""	""
S000001515	YKL032C	IXR1	ORD1 DNA-binding transcription repressor IXR1
S000001516	YKL033W	TTI1	FMP47
S000001517	YKL034W	TUL1	ubiquitin-protein ligase TUL1
S000001518	YKL035W	UGP1	UTP glucose-1-phosphate uridylyltransferase
S000001519	YKL036C	""	""
S000001520	YKL037W	AIM26	""
S000001521	YKL038W	RGT1	""
S000001522	YKL039W	PTM1	""
S000001523	YKL040C	NFU1	NUB1
S000001524	YKL041W	VPS24	VPL26 ESCRT-III subunit protein VPS24 DID3
S000001525	YKL042W	SPC42	""
S000001526	YKL043W	PHD1	""
S000001527	YKL044W	""	""
S000001528	YKL045W	PRI2	DNA primase subunit PRI2
S000001529	YKL046C	DCW1	putative mannan endo-1,6-alpha-mannosidase
S000001530	YKL047W	ANR2	""
S000001531	YKL048C	ELM1	serine/threonine protein kinase ELM1 LDB9
S000001532	YKL049C	CSE4	centromeric DNA-binding histone H3-like protein CSE4 CSL2
S000001533	YKL050C	""	""
S000001534	YKL051W	SFK1	""
S000001535	YKL052C	ASK1	""
S000001536	YKL053W	""	""
S000001537	YKL054C	DEF1	DNA damage-responsive RNA polymerase-degradation factor DEF1 VID31
S000001538	YKL055C	OAR1	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH)
S000001539	YKL056C	TMA19	RBF18 MMI1
S000001540	YKL057C	NUP120	RAT2
S000001541	YKL058W	TOA2	transcription initiation factor IIA subunit gamma
S000001542	YKL059C	MPE1	cleavage polyadenylation factor subunit MPE1
S000001543	YKL060C	FBA1	LOT1 fructose-bisphosphate aldolase FBA1
S000001544	YKL061W	BLI1	""
S000001545	YKL062W	MSN4	stress-responsive transcriptional activator MSN4
S000001546	YKL063C	""	""
S000001547	YKL064W	MNR2	putative Mg(2+) transporter MNR2
S000001548	YKL065C	YET1	""
S000001549	YKL066W	""	""
S000001550	YKL067W	YNK1	NDK1 nucleoside diphosphate kinase
S000001551	YKL068W	NUP100	NSP100 [NUP100+] FG-nucleoporin NUP100
S000001552	YKL069W	""	L-methionine (R)-S-oxide reductase YKG9 fRMsr
S000001553	YKL070W	""	""
S000001554	YKL071W	""	""
S000001555	YKL072W	STB6	""
S000001556	YKL073W	LHS1	SSI1 CER1 Hsp70 family chaperone LHS1
S000001557	YKL074C	MUD2	""
S000001558	YKL075C	""	""
S000001559	YKL076C	PSY1	""
S000001560	YKL077W	""	""
S000001561	YKL078W	DHR2	""
S000001562	YKL079W	SMY1	""
S000001563	YKL080W	VMA5	CSL5 VAT3 H(+)-transporting V1 sector ATPase subunit C
S000001564	YKL081W	TEF4	EFC1
S000001565	YKL082C	RRP14	ribosome biosynthesis protein RRP14
S000001566	YKL083W	""	""
S000001567	YKL084W	HOT13	""
S000001568	YKL085W	MDH1	malate dehydrogenase MDH1
S000001569	YKL086W	SRX1	sulfiredoxin
S000001570	YKL087C	CYT2	cytochrome c1 heme lyase CYT2 CC1HL
S000001571	YKL088W	CAB3	phosphopantothenoylcysteine decarboxylase complex subunit CAB3
S000001572	YKL089W	MIF2	""
S000001573	YKL090W	CUE2	""
S000001574	YKL091C	""	SFH1 phosphatidylinositol/phosphatidylcholine-binding protein
S000001575	YKL092C	BUD2	CLA2 ERC25
S000001576	YKL093W	MBR1	""
S000001577	YKL094W	YJU3	""
S000001578	YKL095W	YJU2	mRNA splicing protein YJU2 CWC16
S000001579	YKL096W	CWP1	YJU1
S000001580	YKL097C	""	""
S000001581	YKL098W	MTC2	""
S000001582	YKL099C	UTP11	rRNA-processing protein UTP11
S000001583	YKL100C	YPF1	aspartic endopeptidase
S000001584	YKL101W	HSL1	NIK1 protein kinase HSL1 ELM2
S000001585	YKL102C	""	""
S000001586	YKL103C	APE1	LAP4 API metalloaminopeptidase APE1 YSC1
S000001587	YKL104C	GFA1	glutamine--fructose-6-phosphate transaminase (isomerizing) GFA1
S000001588	YKL105C	SEG2	""
S000001589	YKL106W	AAT1	aspartate transaminase AAT1
S000001590	YKL107W	""	putative short-chain dehydrogenase/reductase
S000001591	YKL108W	SLD2	DRC1
S000001592	YKL109W	HAP4	transcription factor HAP4
S000001593	YKL110C	KTI12	TOT4
S000001594	YKL111C	""	""
S000001595	YKL112W	ABF1	SBF1 SBF-B DNA-binding protein ABF1 BAF1 OBF1 REB2
S000001596	YKL113C	RAD27	ERC11 RTH1 multifunctional nuclease RAD27 FEN1
S000001597	YKL114C	APN1	DNA-(apurinic or apyrimidinic site) lyase APN1
S000001598	YKL115C	""	""
S000001599	YKL116C	PRR1	serine/threonine protein kinase PRR1
S000001600	YKL117W	SBA1	Hsp90 cochaperone SBA1 CST18
S000001601	YKL118W	""	""
S000001602	YKL119C	VPH2	CLS10 VMA12
S000001603	YKL120W	OAC1	""
S000001604	YKL121W	DGR2	""
S000001605	YKL122C	SRP21	signal recognition particle subunit SRP21
S000001606	YKL123W	""	""
S000001607	YKL124W	SSH4	MLF4
S000001608	YKL125W	RRN3	rDNA-binding RNA polymerase I transcriptional factor
S000001609	YKL126W	YPK1	SLI2 serine/threonine protein kinase YPK1
S000001610	YKL127W	PGM1	phosphoglucomutase PGM1
S000001611	YKL128C	PMU1	putative phosphomutase
S000001612	YKL129C	MYO3	myosin 3
S000001613	YKL130C	SHE2	""
S000001614	YKL131W	""	""
S000001615	YKL132C	RMA1	putative tetrahydrofolate synthase
S000001616	YKL133C	""	""
S000001617	YKL134C	OCT1	""
S000001618	YKL135C	APL2	""
S000001619	YKL136W	""	""
S000001620	YKL137W	CMC1	""
S000001621	YKL138C	MRPL31	mitochondrial 54S ribosomal protein YmL31 YmL31
S000001622	YKL139W	CTK1	cyclin-dependent serine/threonine protein kinase CTK1
S000001623	YKL140W	TGL1	YKL5
S000001624	YKL141W	SDH3	CYB3 YKL4 succinate dehydrogenase cytochrome b subunit SDH3
S000001625	YKL142W	MRP8	YKL3
S000001626	YKL143W	LTV1	YKL2
S000001627	YKL144C	RPC25	YKL1 DNA-directed RNA polymerase III subunit RPC25 C25
S000001628	YKL145W	RPT1	YTA3 proteasome regulatory particle base subunit RPT1 CIM5
S000001629	YKL146W	AVT3	""
S000001630	YKL147C	""	""
S000001631	YKL148C	SDH1	SDHA succinate dehydrogenase flavoprotein subunit SDH1
S000001632	YKL149C	DBR1	RNA lariat debranching enzyme PRP26
S000001633	YKL150W	MCR1	""
S000001634	YKL151C	""	NADHX dehydratase
S000001635	YKL152C	GPM1	phosphoglycerate mutase GPM1
S000001636	YKL153W	""	""
S000001637	YKL154W	SRP102	Signal recognition particle receptor subunit beta
S000001638	YKL155C	RSM22	mitochondrial 37S ribosomal protein RSM22
S000001639	YKL156W	RPS27A	YS20 rp61 S27A ribosomal 40S subunit protein S27A S27e
S000001640	YKL157W	APE2	LAP1 YKL158W
S000001642	YKL159C	RCN1	""
S000001643	YKL160W	ELF1	""
S000001644	YKL161C	KDX1	MLP1 putative protein kinase KDX1
S000001645	YKL162C	""	""
S000001646	YKL163W	PIR3	CCW8
S000001647	YKL164C	PIR1	CCW6
S000001648	YKL165C	MCD4	FSR2 SSU21 mannose-ethanolamine phosphotransferase MCD4 ZRG16
S000001649	YKL166C	TPK3	cAMP-dependent protein kinase catalytic subunit TPK3
S000001650	YKL167C	MRP49	mitochondrial 54S ribosomal protein MRP49
S000001651	YKL168C	KKQ8	putative serine/threonine protein kinase KKQ8
S000001652	YKL169C	""	""
S000001653	YKL170W	MRPL38	MRPL34 mitochondrial 54S ribosomal protein YmL38/YmL34 YmL34 YmL38
S000001654	YKL171W	NNK1	protein kinase NNK1
S000001655	YKL172W	EBP2	""
S000001656	YKL173W	SNU114	GIN10 U5 snRNP GTPase SNU114
S000001657	YKL174C	TPO5	""
S000001658	YKL175W	ZRT3	Zn(2+) transporter ZRT3
S000001659	YKL176C	LST4	""
S000001660	YKL177W	""	""
S000001661	YKL178C	STE3	DAF2
S000001662	YKL179C	COY1	""
S000001663	YKL180W	RPL17A	L20A L17A RPL17 YL17 ribosomal 60S subunit protein L17A L22
S000001664	YKL181W	PRS1	ribose phosphate diphosphokinase subunit PRS1 PRP1
S000001665	YKL182W	FAS1	tetrafunctional fatty acid synthase subunit FAS1
S000001666	YKL183W	LOT5	""
S000001667	YKL184W	SPE1	ornithine decarboxylase SPE1 SPE10 ORD1
S000001668	YKL185W	ASH1	DNA-binding transcription repressor ASH1
S000001669	YKL186C	MTR2	""
S000001670	YKL187C	FAT3	""
S000001671	YKL188C	PXA2	ATP-binding cassette long-chain fatty acid transporter PXA2 PAT1
S000001672	YKL189W	HYM1	""
S000001673	YKL190W	CNB1	calcineurin regulatory subunit B CRV1 YCN2
S000001674	YKL191W	DPH2	""
S000001675	YKL192C	ACP1	acyl carrier protein
S000001676	YKL193C	SDS22	type 1 protein phosphatase-activating protein SDS22 EGP1
S000001677	YKL194C	MST1	threonine--tRNA ligase MST1
S000001678	YKL195W	MIA40	FMP15 TIM40
S000001679	YKL196C	YKT6	palmitoyltransferase YKT6
S000001680	YKL197C	PEX1	PAS1 AAA family ATPase peroxin 1
S000001681	YKL198C	PTK1	KKT8 STK1 POT1 YKT9 YKL199C putative serine/threonine protein kinase PTK1
S000001684	YKL201C	MNN4	YKL200C
S000001685	YKL202W	""	""
S000001686	YKL203C	TOR2	DRR2 phosphatidylinositol kinase-related protein kinase TOR2
S000001687	YKL204W	EAP1	""
S000001688	YKL205W	LOS1	Ran GTPase-binding protein LOS1
S000001689	YKL206C	ADD66	PBA2 POC2
S000001690	YKL207W	EMC3	AIM27 LRC3
S000001691	YKL208W	CBT1	SOC1
S000001692	YKL209C	STE6	ATP-binding cassette alpha-factor transporter STE6
S000001693	YKL210W	UBA1	E1 ubiquitin-activating protein UBA1
S000001694	YKL211C	TRP3	bifunctional anthranilate synthase/indole-3-glycerol-phosphate synthase
S000001695	YKL212W	SAC1	phosphatidylinositol-3-phosphatase SAC1 RSD1
S000001696	YKL213C	DOA1	ZZZ4 UFD3
S000001697	YKL214C	YRA2	""
S000001698	YKL215C	OXP1	""
S000001699	YKL216W	URA1	dihydroorotate dehydrogenase
S000001700	YKL217W	JEN1	""
S000001701	YKL218C	SRY1	threo-3-hydroxy-L-aspartate ammonia-lyase SRY1
S000001702	YKL219W	COS9	""
S000001703	YKL220C	FRE2	ferric/cupric-chelate reductase
S000001704	YKL221W	MCH2	""
S000001705	YKL222C	""	""
S000001706	YKL223W	""	""
S000001707	YKL224C	PAU16	seripauperin PAU16
S000001708	YKL225W	""	""
S000001709	YKR001C	VPS1	LAM1 GRD1 VPL1 SPO15 VPT26 dynamin-like GTPase VPS1
S000001710	YKR002W	PAP1	polynucleotide adenylyltransferase PAP1
S000001711	YKR003W	OSH6	oxysterol-binding protein OSH6
S000001712	YKR004C	ECM9	YKR004C-A
S000001713	YKR005C	""	""
S000001714	YKR006C	MRPL13	YK105 mitochondrial 54S ribosomal protein YmL13 YmL13
S000001715	YKR007W	MEH1	GSE2 EGO1
S000001716	YKR008W	RSC4	""
S000001717	YKR009C	FOX2	POX2 bifunctional hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase FOX2
S000001718	YKR010C	TOF2	""
S000001719	YKR011C	""	TOS5
S000001720	YKR012C	""	""
S000001721	YKR013W	PRY2	YFW12
S000001722	YKR014C	YPT52	Rab family GTPase YPT52
S000001723	YKR015C	""	""
S000001724	YKR016W	MIC60	FMP13 FCJ1 AIM28
S000001725	YKR017C	HEL1	E3 ubiquitin-protein ligase HEL1
S000001726	YKR018C	""	""
S000001727	YKR019C	IRS4	""
S000001728	YKR020W	VPS51	WHI6 API3 VPS67
S000001729	YKR021W	ALY1	ART6
S000001730	YKR022C	NTR2	""
S000001731	YKR023W	""	""
S000001732	YKR024C	DBP7	""
S000001733	YKR025W	RPC37	DNA-directed RNA polymerase III subunit C37 C37
S000001734	YKR026C	GCN3	AAS2 translation initiation factor eIF2B subunit alpha
S000001735	YKR027W	BCH2	FMP50
S000001736	YKR028W	SAP190	""
S000001737	YKR029C	SET3	histone-binding protein SET3
S000001738	YKR030W	GMH1	MSG1
S000001739	YKR031C	SPO14	PLD1 phospholipase D
S000001740	YKR032W	""	""
S000001741	YKR033C	""	""
S000001742	YKR034W	DAL80	UGA43
S000001743	YKR035C	OPI8	""
S000001744	YKR036C	CAF4	""
S000001745	YKR037C	SPC34	""
S000001746	YKR038C	KAE1	chromatin DNA-binding HSP70/DnaK family ATPase
S000001747	YKR039W	GAP1	amino acid permease GAP1
S000001748	YKR040C	""	""
S000001749	YKR041W	""	""
S000001750	YKR042W	UTH1	SUN family protein UTH1
S000001751	YKR043C	SHB17	sedoheptulose-bisphosphatase
S000001752	YKR044W	UIP5	""
S000001753	YKR045C	""	""
S000001754	YKR046C	PET10	""
S000001755	YKR047W	""	""
S000001756	YKR048C	NAP1	histone chaperone NAP1
S000001757	YKR049C	FMP46	putative redox protein
S000001758	YKR050W	TRK2	RPD2
S000001759	YKR051W	""	""
S000001760	YKR052C	MRS4	""
S000001761	YKR053C	YSR3	sphinganine kinase YSR3 LBP2
S000001762	YKR054C	DYN1	dynein heavy chain DHC1 PAC6
S000001763	YKR055W	RHO4	Rho family GTPase RHO4
S000001764	YKR056W	TRM2	NUD1 RNC1 NUC2
S000001765	YKR057W	RPS21A	S21A S21e RPS25 YS25 S26A ribosomal 40S subunit protein S21A
S000001766	YKR058W	GLG1	glycogenin glucosyltransferase GLG1
S000001767	YKR059W	TIF1	eIF4A translation initiation factor eIF4A
S000001768	YKR060W	UTP30	""
S000001769	YKR061W	KTR2	mannosyltransferase KTR2
S000001770	YKR062W	TFA2	transcription factor TFIIE subunit TFA2
S000001771	YKR063C	LAS1	rRNA-processing protein LAS1
S000001772	YKR064W	OAF3	""
S000001773	YKR065C	PAM17	FMP18
S000001774	YKR066C	CCP1	""
S000001775	YKR067W	GPT2	GAT1 bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase GPT2
S000001776	YKR068C	BET3	TRAPP complex core subunit BET3
S000001777	YKR069W	MET1	MET20 uroporphyrinogen-III C-methyltransferase
S000001778	YKR070W	""	""
S000001779	YKR071C	DRE2	electron carrier DRE2
S000001780	YKR072C	SIS2	HAL3 phosphopantothenoylcysteine decarboxylase complex subunit SIS2
S000001781	YKR073C	""	""
S000001782	YKR074W	AIM29	""
S000001783	YKR075C	""	""
S000001784	YKR076W	ECM4	GTO2
S000001785	YKR077W	MSA2	""
S000001786	YKR078W	""	""
S000001787	YKR079C	TRZ1	tRNase Z
S000001788	YKR080W	MTD1	methylenetetrahydrofolate dehydrogenase (NAD(+))
S000001789	YKR081C	RPF2	rRNA-binding ribosome biosynthesis protein RPF2
S000001790	YKR082W	NUP133	RAT3
S000001791	YKR083C	DAD2	HSK1
S000001792	YKR084C	HBS1	ribosome dissociation factor GTPase HBS1
S000001793	YKR085C	MRPL20	mitochondrial 54S ribosomal protein YmL20 YmL20
S000001794	YKR086W	PRP16	PRP23 RNA16 DEAH-box RNA helicase PRP16
S000001795	YKR087C	OMA1	metalloendopeptidase
S000001796	YKR088C	TVP38	""
S000001797	YKR089C	TGL4	STC1
S000001798	YKR090W	PXL1	""
S000001799	YKR091W	SRL3	DNA-binding protein SRL3 WHI7
S000001800	YKR092C	SRP40	""
S000001801	YKR093W	PTR2	""
S000001802	YKR094C	RPL40B	CEP52B L40B UB12 ubiquitin-ribosomal 60S subunit protein L40B fusion protein UBI2 L40e
S000001803	YKR095W	MLP1	MPL1
S000001804	YKR096W	ESL2	""
S000001805	YKR097W	PCK1	JPM2 PPC1 phosphoenolpyruvate carboxykinase PCK1
S000001806	YKR098C	UBP11	ubiquitin-specific protease UBP11
S000001807	YKR099W	BAS1	""
S000001808	YKR100C	SKG1	YKR099C-A
S000001809	YKR101W	SIR1	""
S000001810	YKR102W	FLO10	""
S000001811	YKR103W	NFT1	putative multidrug transporter NFT1
S000001812	YKR104W	""	NFT1
S000001813	YKR105C	VBA5	""
S000001814	YKR106W	GEX2	""
S000001817	YAL065C	""	""
S000001821	YAR030C	""	""
S000001826	YFL068W	""	""
S000001827	YFL067W	""	""
S000001828	YFL066C	""	Y' element ATP-dependent helicase
S000001829	YFL065C	""	""
S000001830	YFL064C	""	""
S000001831	YFL063W	""	""
S000001832	YFL062W	COS4	""
S000001833	YFL061W	DDI2	""
S000001834	YFL060C	SNO3	putative pyridoxal 5'-phosphate synthase
S000001835	YFL059W	SNZ3	pyridoxine biosynthesis protein SNZ3
S000001836	YFL058W	THI5	""
S000001839	YFL055W	AGP3	""
S000001840	YFL054C	""	""
S000001841	YFL053W	DAK2	""
S000001842	YFL052W	ZNF1	DNA-binding domain containing protein ROP1
S000001843	YFL051C	""	""
S000001844	YFL050C	ALR2	putative Mg(2+) transporter ALR2
S000001845	YFL049W	SWP82	""
S000001846	YFL048C	EMP47	""
S000001847	YFL047W	RGD2	""
S000001848	YFL046W	FMP32	""
S000001849	YFL045C	SEC53	ALG4 phosphomannomutase SEC53
S000001850	YFL044C	OTU1	YOD1 ubiquitin-specific protease OTU1
S000001852	YFL042C	LAM5	LTC2 YFL043C
S000001853	YFL041W	FET5	ferroxidase FET5
S000001854	YFL040W	""	""
S000001855	YFL039C	ACT1	actin END7 ABY1
S000001856	YFL038C	YPT1	Rab family GTPase YPT1 YP2
S000001857	YFL037W	TUB2	ARM10 beta-tubulin SHE8
S000001858	YFL036W	RPO41	""
S000001859	YFL034C-B	MOB2	YFL035C YFL035C-A
S000001860	YFL034W	""	""
S000001861	YFL033C	RIM15	protein kinase RIM15 TAK1
S000001862	YFL032W	""	""
S000001863	YFL031W	HAC1	ERN4 IRE15 transcription factor HAC1
S000001864	YFL030W	AGX1	alanine--glyoxylate transaminase
S000001865	YFL029C	CAK1	CIV1 cyclin-dependent protein kinase-activating kinase CAK1
S000001866	YFL028C	CAF16	putative ATP-binding cassette family ATPase CAF16
S000001867	YFL027C	GYP8	""
S000001868	YFL026W	STE2	alpha-factor pheromone receptor STE2
S000001869	YFL025C	BST1	PER17
S000001870	YFL024C	EPL1	""
S000001871	YFL023W	BUD27	URI1
S000001872	YFL022C	FRS2	phenylalanine--tRNA ligase subunit alpha
S000001873	YFL021W	GAT1	MEP80 NIL1
S000001874	YFL020C	PAU5	seripauperin PAU5
S000001875	YFL019C	""	""
S000001876	YFL018C	LPD1	HPD1 dihydrolipoyl dehydrogenase
S000001877	YFL017C	GNA1	PAT1 glucosamine 6-phosphate N-acetyltransferase
S000001878	YFL016C	MDJ1	""
S000001879	YFL015C	""	""
S000001880	YFL014W	HSP12	GLP1 HOR5 lipid-binding protein HSP12
S000001881	YFL013C	IES1	""
S000001882	YFL012W	""	""
S000001883	YFL011W	HXT10	hexose transporter HXT10
S000001884	YFL010C	WWM1	""
S000001885	YFL009W	CDC4	SCF ubiquitin ligase complex subunit CDC4
S000001886	YFL008W	SMC1	CHL10 cohesin subunit SMC1
S000001887	YFL007W	BLM10	YFL006W
S000001889	YFL005W	SEC4	SRO6 Rab family GTPase SEC4
S000001890	YFL004W	VTC2	PHM1
S000001891	YFL003C	MSH4	MutS family protein MSH4
S000001894	YFL002C	SPB4	putative ATP-dependent RNA helicase SPB4
S000001895	YFL001W	DEG1	pseudouridine synthase DEG1 PUS3 HRM3
S000001897	YFR001W	LOC1	""
S000001898	YFR002W	NIC96	linker nucleoporin NIC96
S000001899	YFR003C	YPI1	type 1 protein phosphatase-activating protein YPI1
S000001900	YFR004W	RPN11	proteasome regulatory particle lid subunit RPN11 MPR1
S000001901	YFR005C	SAD1	mRNA splicing protein SAD1
S000001902	YFR006W	""	putative Xaa-Pro dipeptidase
S000001903	YFR007W	YFH7	AIM12
S000001904	YFR008W	FAR7	""
S000001905	YFR009W	GCN20	putative AAA family ATPase GCN20
S000001906	YFR010W	UBP6	ubiquitin-specific protease UBP6
S000001907	YFR011C	MIC19	AIM13 MCS19
S000001908	YFR012W	DCV1	""
S000001909	YFR013W	IOC3	""
S000001910	YFR014C	CMK1	calmodulin-dependent protein kinase CMK1
S000001911	YFR015C	GSY1	glycogen (starch) synthase GSY1
S000001912	YFR016C	""	""
S000001913	YFR017C	IGD1	""
S000001914	YFR018C	""	""
S000001915	YFR019W	FAB1	SVL7 1-phosphatidylinositol-3-phosphate 5-kinase
S000001916	YFR020W	""	""
S000001917	YFR021W	ATG18	AUT10 CVT18 phosphoinositide binding protein ATG18 SVP1 NMR1
S000001918	YFR022W	ROG3	ART7
S000001919	YFR023W	PES4	""
S000001921	YFR025C	HIS2	histidinol-phosphatase
S000001922	YFR026C	ULI1	""
S000001923	YFR027W	ECO1	CTF7
S000001924	YFR028C	CDC14	OAF3 phosphoprotein phosphatase CDC14
S000001925	YFR029W	PTR3	SSY3 RAA2
S000001926	YFR030W	MET10	sulfite reductase subunit alpha
S000001927	YFR031C	SMC2	condensin subunit SMC2
S000001928	YFR032C	RRT5	""
S000001929	YFR033C	QCR6	COR3 ubiquinol--cytochrome-c reductase subunit 6 UCR6
S000001930	YFR034C	PHO4	phoD phosphate-sensing transcription factor PHO4
S000001931	YFR035C	""	""
S000001932	YFR036W	CDC26	SCD26 HIT3 anaphase promoting complex subunit CDC26
S000001933	YFR037C	RSC8	SWH3
S000001934	YFR038W	IRC5	""
S000001935	YFR039C	OSW7	""
S000001936	YFR040W	SAP155	""
S000001937	YFR041C	ERJ5	""
S000001938	YFR042W	KEG1	""
S000001939	YFR043C	IRC6	""
S000001940	YFR044C	DUG1	metallodipeptidase
S000001941	YFR045W	""	""
S000001942	YFR046C	CNN1	centromere-binding protein CNN1
S000001943	YFR047C	BNA6	nicotinate-nucleotide diphosphorylase (carboxylating) QPT1
S000001944	YFR048W	RMD8	""
S000001945	YFR049W	YMR31	KGD4 mitochondrial 37S ribosomal protein YMR31
S000001946	YFR050C	PRE4	proteasome core particle subunit beta 7
S000001947	YFR051C	RET2	coatomer subunit delta
S000001948	YFR052W	RPN12	proteasome regulatory particle lid subunit RPN12 NIN1
S000001949	YFR053C	HXK1	hexokinase 1
S000001950	YFR054C	""	""
S000001951	YFR056C	""	""
S000001952	YFR055W	IRC7	cysteine-S-conjugate beta-lyase IRC7
S000001953	YFR057W	""	""
S000001954	YER044C-A	MEI4	""
S000001955	YFL010W-A	AUA1	YFL011W-A
S000001956	YKL096W-A	CWP2	LPR1 YKL097W-A
S000001957	YHR079C-A	SAE3	YHR079C-B YHR079BC
S000002100	YHR039C-A	VMA10	YHR039C-B H(+)-transporting V1 sector ATPase subunit G YHR039BC
S000002101	YKL006C-A	SFT1	""
S000002103	YEL017C-A	PMP2	""
S000002104	YFR031C-A	RPL2A	YL6 RPL5B L5A L2A L2 ribosomal 60S subunit protein L2A rp8
S000002127	YER019C-A	SBH2	SEB2 Arf family guanine nucleotide exchange factor SBH2
S000002128	YER087C-B	SBH1	Arf family guanine nucleotide exchange factor SBH1 SEB1 YER087C-A
S000002129	YAR002C-A	ERP1	""
